dimension,group,users,candidate_recall@200,rrf_recall@10,ranker_recall@10,ranker_ndcg@10
history_group,short_1_5,8961,0.1991965182457315,0.03481754268496819,0.055685749358330545,0.030244033923175095
history_group,medium_6_10,6669,0.21442495126705652,0.03763682711051132,0.05787974209026841,0.030194874374742747
history_group,long_11_plus,3991,0.2267602104735655,0.035830618892508145,0.056376847907792536,0.028754769438774825
pop_group,cold_0,721,0.0,0.0,0.0,0.0
pop_group,tail_1_median,5179,0.10349488318208148,0.008688936088047886,0.010812898242904035,0.005593011695613939
pop_group,mid_median_p90,6931,0.1561102294041264,0.011686625306593566,0.029432982253643054,0.015896781779172434
pop_group,head_p90_plus,6790,0.3684830633284242,0.08541973490427099,0.1251840942562592,0.06597936493930089
